teid,branch_id,DeviceType,from_bus,to_bus,ckt,match_status,unmatched_reason,dam_bucket,problem,suggested_action
66870,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
676577,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
676578,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
681448,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
681484,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
698658,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
700693,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
700694,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
715168,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
715201,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
717099,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
717119,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
718555,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
718826,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
719129,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
719726,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
720544,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
720714,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
720971,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
725836,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
726992,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
7285,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
728512,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
730818,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
731936,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
731937,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
731939,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
731940,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
736075,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
742155,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
748682,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
748708,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
751195,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
754005,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
754789,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
755663,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
763015,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
764612,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
774298,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
774319,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
77965,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
81051,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
82151,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
828251,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
828815,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
828836,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
829940,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
830860,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
830880,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
833411,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
833435,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
834211,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
834977,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
835254,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
842701,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
842702,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
842704,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
842705,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
848232,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
855781,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
859555,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
860281,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
863968,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
863990,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
871627,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
872349,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
873271,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
873314,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
874775,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
874778,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
87564,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
88078,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
90206,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
94515,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
95071,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
95072,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
95424,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
95475,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
95600,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
96881,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
98584,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
281629,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
281723,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298306,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298358,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298402,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298403,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298404,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298458,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298527,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298528,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298588,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298589,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
298590,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
3320,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341321,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341322,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341323,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341333,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341334,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
341335,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
34553,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
3954,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
39803,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
4542,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
4800,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493740,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493741,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493742,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493743,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493744,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493745,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493746,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493747,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493748,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
493749,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
512751,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
539289,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
539290,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
560260,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
647607,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
661650,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
664711,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
676201,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
676202,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
700274,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
700287,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
72989,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
823800,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
839627,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
847498,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
847499,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
851624,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
871319,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
871578,,,,,,unmatched,generation_plant_internal,,1b_gen_plant_internal (behind interconnection - expected N/A),Accept as N/A or exclude; not in bulk BRANCH
279094,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
279508,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
279751,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
306104,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
326456,,,,,,unmatched,branch_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
326457,,,,,,unmatched,branch_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
61259,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
662091,,,,,,unmatched,transformer_other,,2_unmatched_genuine_REVIEW,Investigate: reclassify as gen-internal OR real BRANCH data gap
1529,60081630.0,Line,,,1,matched,,absent_from_dampsse,3a_mapped_but_no_buses_FIX_SOURCE,"Chase missing from/to bus in BRANCH/CIM, then DAM-map"
1940,60084234.0,Line,,,1,matched,,absent_from_dampsse,3a_mapped_but_no_buses_FIX_SOURCE,"Chase missing from/to bus in BRANCH/CIM, then DAM-map"
3133,60087026.0,Line,,,1,matched,,absent_from_dampsse,3a_mapped_but_no_buses_FIX_SOURCE,"Chase missing from/to bus in BRANCH/CIM, then DAM-map"
1743,60003091.0,Line,MARYATTP2A,ARPT2A,1,matched,,,3b_mapped_no_DAM_no_auction_FIX_MAPPING,Add manual DAM mapping or confirm absent from DAM model
2061,60002572.0,Line,CRLTN1_8,MONETY2_8,1,matched,,,3b_mapped_no_DAM_no_auction_FIX_MAPPING,Add manual DAM mapping or confirm absent from DAM model
280066,60003693.0,Transformer,CEDARP_B138B,CEDARP_A1STR,A1,duplicate_resolved_by_latest_id,,,3b_mapped_no_DAM_no_auction_FIX_MAPPING,Add manual DAM mapping or confirm absent from DAM model
280071,60004978.0,Transformer,GRNBYU__B69A,GRNBYU_A5STR,A5,duplicate_resolved_by_latest_id,,,3b_mapped_no_DAM_no_auction_FIX_MAPPING,Add manual DAM mapping or confirm absent from DAM model
836689,60101510.0,Line,TREDWAY_8,KOCHTAP,1,matched,,absent_from_dampsse,3b_mapped_no_DAM_no_auction_FIX_MAPPING,Add manual DAM mapping or confirm absent from DAM model
725820,,,,,,unmatched,,,9_other,
725835,,,,,,unmatched,,,9_other,
754052,,,,,,unmatched,,,9_other,
