teid,EquipmentName,equip_name_norm,cim_opeqname_norm,cim_branchname_norm,plannedStartDate,actualStartDate,actualEndDate
763351,T1,T1,WZRDESST1,WZRDESST1,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-10-07 11:52:00
763887,T1,T1,PINBESST1,PINBESST1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-10-07 11:50:00
767761,T1,T1,SEVNFEST1,SEVNFEST1,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-10-01 10:05:00
826546,T3,T3,GRYHSLRT3,GRYHSLRT3,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-09-26 13:00:00
764548,TR1,TR1,SLKBESSTR1,SLKBESSTR1,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-09-19 13:14:00
742145,XF1H,XF1H,KINNISONXF1H,KINNISONXF1H,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-09-18 16:08:00
742146,XF1L,XF1L,KINNISONXF1L,KINNISONXF1L,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-09-18 16:08:00
774318,MR2L,MR2L,PRMSWMR2L,PRMSWMR2L,2025-09-04 00:00:00,2025-09-04 00:00:00,
774317,MR2H,MR2H,PRMSWMR2H,PRMSWMR2H,2025-09-04 00:00:00,2025-09-04 00:00:00,
774297,MR1L,MR1L,PRMSWMR1L,PRMSWMR1L,2025-09-04 00:00:00,2025-09-04 00:00:00,
774296,MR1H,MR1H,PRMSWMR1H,PRMSWMR1H,2025-09-04 00:00:00,2025-09-04 00:00:00,
771643,T2,T2,BUZISLRT2,BUZISLRT2,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-29 10:34:00
771642,T1,T1,BUZISLRT1,BUZISLRT1,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-08-29 10:34:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-08-26 09:58:00,2025-08-26 09:58:00,2025-08-26 16:54:00
767958,T2,T2,HKSNSLRT2,HKSNSLRT2,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-08-26 07:48:00
767957,T1,T1,HKSNSLRT1,HKSNSLRT1,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-08-26 07:48:00
762936,T1,T1,MLBSLRT1,MLBSLRT1,2025-07-23 09:58:00,2025-07-23 09:58:00,2025-08-25 10:50:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-08-23 12:32:00,2025-08-23 12:32:00,2025-08-25 08:56:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2025-08-23 12:32:00,2025-08-23 12:32:00,2025-08-25 08:56:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-08-22 17:17:00,2025-08-22 17:17:00,2025-08-23 09:24:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2025-08-22 17:17:00,2025-08-22 17:17:00,2025-08-23 09:24:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2025-08-21 16:57:00,2025-08-21 16:57:00,2025-08-22 08:18:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-08-21 16:57:00,2025-08-21 16:57:00,2025-08-22 08:18:00
826545,T2,T2,GRYHSLRT2,GRYHSLRT2,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-08-21 15:45:00
764197,T1,T1,HEADCAMPT1,HEADCAMPT1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-08-21 14:00:00
750147,KT1,KT1,TNGKT1,TNGKT1,2025-07-31 17:01:00,2025-07-31 17:01:00,2025-08-21 09:30:00
750148,KT2,KT2,TNGKT2,TNGKT2,2025-07-31 17:01:00,2025-07-31 17:01:00,2025-08-21 09:30:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2025-06-21 06:57:00,2025-06-21 06:57:00,2025-08-21 06:59:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-06-21 06:57:00,2025-06-21 06:57:00,2025-08-21 06:59:00
738073,T1,T1,ORIANAT1,ORIANAT1,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-08-04 14:30:00
736750,T1,T1,JAGSLRT1,JAGSLRT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-30 12:00:00
768119,T1,T1,NRTNSLRT1,NRTNSLRT1,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-07-25 14:00:00
829939,XF1H,XF1H,GARZAXF1H,GARZA11381H,2025-07-30 00:00:00,2025-07-29 23:59:00,2025-07-30 00:00:00
829941,XF1L,XF1L,GARZAXF1L,GARZA1691H,2025-07-30 00:00:00,2025-07-29 23:59:00,2025-07-30 00:00:00
743577,T1,T1,DIVRSLRT1,DIVRSLRT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-25 12:46:00
743578,T2,T2,DIVRSLRT2,DIVRSLRT2,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-25 12:46:00
762936,T1,T1,MLBSLRT1,MLBSLRT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-13 00:00:00
762936,T1,T1,MLBSLRT1,MLBSLRT1,2025-07-13 00:01:00,2025-07-13 00:01:00,
776472,MR1H,MR1H,SBYSWMR1H,SBYSWMR1H,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:01:00
827149,MR1L,MR1L,SBYSWMR1L,SBYSWMR1L,2025-07-16 00:00:00,2025-07-16 00:00:00,2025-07-16 00:01:00
758492,MPT2,MPT2,SGALBESMPT2,SGALBESMPT2,2025-05-01 00:03:00,2025-05-01 00:03:00,2025-07-15 15:45:00
754624,1996T4371,1996T4371,996T4371,996T4371,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-14 10:59:00
750147,KT1,KT1,TNGKT1,TNGKT1,2025-07-10 13:04:00,2025-07-10 13:04:00,
750148,KT2,KT2,TNGKT2,TNGKT2,2025-07-10 13:04:00,2025-07-10 13:04:00,
750148,KT2,KT2,TNGKT2,TNGKT2,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-27 17:00:00
750147,KT1,KT1,TNGKT1,TNGKT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-27 17:00:00
753861,T3,T3,FAGUSSLRT3,FAGUSSLRT3,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-06-20 05:17:00
743176,KT2,KT2,MAGKT2,MAGKT2,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-07-08 14:30:00
743175,KT1,KT1,MAGKT1,MAGKT1,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-07-08 14:30:00
755816,T1,T1,STLHSSLT1,STLHSSLT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-07-08 09:30:00
769825,T1,T1,TSECAEST1,TSECAEST1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-07-01 23:59:00
757757,MPT1,MPT1,LUCKYBLUMPT1,LUCKYBLUMPT1,2025-07-02 00:00:00,2025-07-02 00:00:00,
757237,MPT1,MPT1,BLACKSPRMPT1,BLACKSPRMPT1,2025-07-02 00:00:00,2025-07-02 00:00:00,
732137,MR2,MR2,HOWARDMR2,HOWARDMR2,2025-04-30 08:01:00,2025-04-30 08:01:00,2025-07-01 13:28:00
740323,KT3,KT3,CTWKT3,CTWKT3,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-06-30 23:59:00
719725,XF1L,XF1L,MULBERRYXF1L,MULBERRY11381H,2025-03-11 16:01:00,2025-03-11 16:01:00,2025-06-30 12:53:00
719724,XF1H,XF1H,MULBERRYXF1H,MULBERRY13451H,2025-03-11 16:01:00,2025-03-11 16:01:00,2025-06-30 12:51:00
769530,T1,T1,CARTWHLT1,CARTWHLT1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-06-30 11:46:00
735006,T2,T2,FAGUSSLRT2,FAGUSSLRT2,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-06-20 12:30:00
764055,MPT1,MPT1,HARTWNDMPT1,HARTWNDMPT1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-06-25 08:00:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-21 00:18:00
766632,T2,T2,TDWLPR1T2,TDWLPR1T2,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-21 00:18:00
744724,T101,T101,TYSNSLRT101,TYSNSLRT101,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-06-20 23:46:00
765291,T1,T1,BIGSAMWDT1,BIGSAMWDT1,2025-05-01 23:59:00,2025-05-01 23:59:00,2025-06-16 17:00:00
765292,T2,T2,BIGSAMWDT2,BIGSAMWDT2,2025-05-01 23:59:00,2025-05-01 23:59:00,2025-06-16 17:00:00
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-04 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-06 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-30 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-05 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-07 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-03 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-02 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-10-01 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-24 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-29 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-25 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-27 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-23 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-26 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-28 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-22 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-21 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-20 22:00:00,,
441993,AUTO-1102-2,AUTO11022,WLD138LDXF,WLD138LDXF,2025-09-19 22:00:00,,
758764,T2,T2,CORAZONT2,CORAZONT2,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-12 09:55:00
749349,T1,T1,BCNVESST1,BCNVESST1,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-06-06 12:00:00
760045,MPT2,MPT2,PINEFRSTMPT2,PINEFRSTMPT2,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-04 13:45:00
760044,MPT1,MPT1,PINEFRSTMPT1,PINEFRSTMPT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-04 13:45:00
765198,T3,T3,PINEFRSTT3,PINEFRSTT3,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-06-04 13:45:00
763013,XFH1,XFH1,PAINTCREXFH1,PAINTCRE11381H,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-06-04 00:01:00
763014,XFL1,XFL1,PAINTCREXFL1,PAINTCRE1691H,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-06-04 00:01:00
765335,T1,T1,MONTECR1T1,MONTECR1T1,2025-05-14 00:00:00,2025-05-14 00:00:00,2025-06-03 12:00:00
715154,XF1H,XF1H,NAISMITHXF1H,NAISMITH13451HS,2024-10-02 00:01:00,2024-10-02 00:01:00,2025-06-02 14:51:00
715161,XF1L,XF1L,NAISMITHXF1L,NAISMITH11381HS,2024-10-02 00:01:00,2024-10-02 00:01:00,2025-06-02 14:51:00
758952,KT1,KT1,WALKT1,WALKT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-30 15:16:00
763544,T1,T1,BEXAREST1,BEXAREST1,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-05-10 12:00:00
739256,T2,T2,PLATINUMT2,PLATINUMT2,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-05-22 14:00:00
739255,T1,T1,PLATINUMT1,PLATINUMT1,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-05-22 14:00:00
754003,MR3H,MR3H,FRYSWMR3H,FRYSWMR3H,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-22 12:00:00
754004,MR3L,MR3L,FRYSWMR3L,FRYSWMR3L,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-22 12:00:00
715203,XF2H,XF2H,NAISMITHXF2H,NAISMITH23451HS,2025-05-13 14:52:00,2025-05-13 14:52:00,2025-05-14 19:56:00
715189,XF2L,XF2L,NAISMITHXF2L,NAISMITH21381HS,2025-05-13 14:52:00,2025-05-13 14:52:00,2025-05-14 19:56:00
722121,T1,T1,ANOLESST1,ANOLESST1,2025-05-20 10:30:00,2025-05-20 10:30:00,2025-05-20 16:58:00
743377,T1,T1,AVILESST1,AVILESST1,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-05-19 12:00:00
731935,SU1H,SU1H,TIMPPSU1H,TIMPPSU1H,2025-03-17 10:00:00,2025-03-17 10:00:00,2025-05-16 14:58:00
764611,69AL,69AL,NUECESBXF1L,NUECESBXF1L,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-16 13:46:00
764610,69AH,69AH,NUECESBXF1H,NUECESBXF1H,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-16 13:46:00
731221,1413T4131,1413T4131,413T4131,413T4131,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-05-15 10:00:00
741970,1668T6681,1668T6681,668T6681,668T6681,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-05-14 16:37:00
742409,1203T2601,1203T2601,203T2601,203T2601,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-05-14 16:37:00
739559,KT1,KT1,PARKT1,PARKT1,2025-04-22 08:00:00,2025-04-22 08:00:00,2025-05-13 15:00:00
739560,KT2,KT2,PARKT2,PARKT2,2025-04-22 08:00:00,2025-04-22 08:00:00,2025-05-13 15:00:00
736750,T1,T1,JAGSLRT1,JAGSLRT1,2025-01-08 00:01:00,2025-01-08 00:01:00,2025-04-30 23:59:00
736751,T2,T2,JAGSLRT2,JAGSLRT2,2025-01-08 00:01:00,2025-01-08 00:01:00,2025-04-30 23:59:00
715203,XF2H,XF2H,NAISMITHXF2H,NAISMITH23451HS,2024-10-02 00:01:00,2024-10-02 00:01:00,2025-05-13 14:47:00
715189,XF2L,XF2L,NAISMITHXF2L,NAISMITH21381HS,2024-10-02 00:01:00,2024-10-02 00:01:00,2025-05-13 14:47:00
752220,T1,T1,CACHESST1,CACHESST1,2025-04-14 11:15:00,2025-04-14 11:15:00,2025-05-12 10:14:00
754788,MR2L,MR2L,CMTSWMR2L,CMTSWMR2L,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-09 19:22:00
754787,MR2H,MR2H,CMTSWMR2H,CMTSWMR2H,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-05-09 19:22:00
737270,FMR1,FMR1,TUMSCFMR1,TUMSCFMR1H,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-05-09 18:35:00
750683,TRT1,TRT1,DRCKSLRTRT1,DRCKSLRTRT1,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-05-08 22:12:00
731938,SU2H,SU2H,TIMPPSU2H,TIMPPSU2H,2025-04-11 15:01:00,2025-04-11 15:01:00,2025-05-02 09:30:00
758492,MPT2,MPT2,SGALBESMPT2,SGALBESMPT2,2025-05-01 00:01:00,2025-05-01 00:01:00,2025-05-01 00:02:00
732137,MR2,MR2,HOWARDMR2,HOWARDMR2,2025-02-19 00:00:00,2025-02-19 00:00:00,2025-04-30 08:31:00
732128,MR1,MR1,HOWARDMR1,HOWARDMR1,2025-02-19 00:00:00,2025-02-19 00:00:00,2025-04-30 08:30:00
720526,XF2H,XF2H,MULBERRYXF2H,MULBERRY23451H,2025-03-11 16:01:00,2025-03-11 16:01:00,2025-04-25 17:01:00
720535,XF2L,XF2L,MULBERRYXF2L,MULBERRY21381H,2025-03-11 16:01:00,2025-03-11 16:01:00,2025-04-25 17:01:00
739560,KT2,KT2,PARKT2,PARKT2,2025-02-05 00:01:00,2025-02-05 00:01:00,2025-04-22 08:00:00
739559,KT1,KT1,PARKT1,PARKT1,2025-02-05 00:01:00,2025-02-05 00:01:00,2025-04-22 08:00:00
752220,T1,T1,CACHESST1,CACHESST1,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-03-30 23:59:00
725267,T1,T1,PAD1ESST1,PAD1ESST1,2025-04-07 14:44:00,2025-04-07 14:44:00,2025-04-10 09:13:00
752785,T1A,T1A,LOWRESST1A,LOWRESST1A,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-04-08 23:59:00
731938,SU2H,SU2H,TIMPPSU2H,TIMPPSU2H,2025-03-17 10:00:00,2025-03-17 10:00:00,2025-04-05 15:30:00
745255,MPT1,MPT1,FTDUNCANMPT1,FTDUNCANMPT1,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-03-14 16:00:00
727960,T1,T1,OGSSLRT1,OGSSLRT1,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-04-01 13:22:00
736074,XF1L,XF1L,WHITEPTXF1L,WHITEPTXF1L,2024-11-13 00:00:00,2024-11-13 00:00:00,2025-04-01 09:00:00
736073,XF1H,XF1H,WHITEPTXF1H,WHITEPTXF1H,2024-11-13 00:00:00,2024-11-13 00:00:00,2025-04-01 09:00:00
736181,T1,T1,AZSPSLRT1,AZSPSLRT1,2025-01-29 16:52:00,2025-01-29 16:52:00,2025-03-27 17:45:00
722121,T1,T1,ANOLESST1,ANOLESST1,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-03-27 10:12:00
726990,XF1H,XF1H,HERONXF1H,HERON11381H,2025-03-12 08:50:00,2025-03-12 08:50:00,2025-03-26 11:46:00
726991,XF1L,XF1L,HERONXF1L,HERON1691H,2025-03-12 08:50:00,2025-03-12 08:50:00,2025-03-26 11:46:00
742953,TR1,TR1,CROSSTRLTR1,CROSSTRLTR1,2025-03-05 03:27:00,2025-03-05 03:27:00,2025-03-26 08:16:00
280169,AT2H,AT2H,LYTTONSAT2H,LYTTONSLYAT2H,2025-03-24 08:00:00,2025-03-24 08:00:00,2025-03-24 09:50:00
737645,T2,T2,BLVNSLRT2,BLVNSLRT2,2025-01-08 00:02:00,2025-01-08 00:02:00,2025-03-12 10:00:00
737646,T3,T3,BLVNSLRT3,BLVNSLRT3,2025-01-08 00:02:00,2025-01-08 00:02:00,2025-03-12 10:00:00
741869,167T2801,167T2801,67T2801,67T2801,2025-03-20 11:39:00,2025-03-20 11:39:00,2025-03-21 10:19:00
738953,MPT2,MPT2,GRIMSLRMPT2,GRIMSLRMPT2,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-03-21 04:00:00
738952,MPT1,MPT1,GRIMSLRMPT1,GRIMSLRMPT1,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-03-21 04:00:00
741869,167T2801,167T2801,67T2801,67T2801,2025-03-09 00:00:00,2025-03-09 00:00:00,2025-03-18 13:00:00
717071,FMR3,FMR3,RGRSWFMR3,RGRSWAXFMR369,2024-10-02 00:00:00,2024-10-02 00:00:00,2025-03-18 13:08:00
734093,T1,T1,TANZESST1,TANZESST1,2025-03-11 00:00:00,2025-03-11 00:00:00,2025-03-17 12:00:00
734094,T2,T2,TANZESST2,TANZESST2,2025-03-11 00:00:00,2025-03-11 00:00:00,2025-03-17 12:00:00
737645,T2,T2,BLVNSLRT2,BLVNSLRT2,2025-01-08 00:00:00,2025-01-08 00:00:00,
737646,T3,T3,BLVNSLRT3,BLVNSLRT3,2025-01-08 00:00:00,2025-01-08 00:00:00,
731938,SU2H,SU2H,TIMPPSU2H,TIMPPSU2H,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-03-14 14:53:00
731935,SU1H,SU1H,TIMPPSU1H,TIMPPSU1H,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-03-14 14:05:00
734093,T1,T1,TANZESST1,TANZESST1,2025-02-10 00:00:00,2025-02-10 00:00:00,2025-03-10 23:59:00
734094,T2,T2,TANZESST2,TANZESST2,2025-02-10 00:00:00,2025-02-10 00:00:00,2025-03-10 23:59:00
711380,T1,T1,OUTPSLRT1,OUTPSLRT1,2024-08-01 00:00:00,2024-08-01 00:00:00,2025-03-12 10:30:00
711381,T2,T2,OUTPSLRT2,OUTPSLRT2,2024-08-01 00:00:00,2024-08-01 00:00:00,2025-03-12 10:30:00
726991,XF1L,XF1L,HERONXF1L,HERON1691H,2025-02-12 12:30:00,2025-02-12 12:30:00,2025-03-12 08:49:00
726990,XF1H,XF1H,HERONXF1H,HERON11381H,2025-02-12 12:30:00,2025-02-12 12:30:00,2025-03-12 08:49:00
720535,XF2L,XF2L,MULBERRYXF2L,MULBERRY21381H,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-03-11 16:00:00
720526,XF2H,XF2H,MULBERRYXF2H,MULBERRY23451H,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-03-11 16:00:00
719724,XF1H,XF1H,MULBERRYXF1H,MULBERRY13451H,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-03-11 16:00:00
719725,XF1L,XF1L,MULBERRYXF1L,MULBERRY11381H,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-03-11 16:00:00
725267,T1,T1,PAD1ESST1,PAD1ESST1,2024-12-13 17:42:00,2024-12-13 17:42:00,2025-03-10 15:15:00
755661,XFH1,XFH1,NAVALBASXFH1,NAVALBAS11381H,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-03-05 00:01:00
755662,XFL1,XFL1,NAVALBASXFL1,NAVALBAS1691H,2025-03-05 00:00:00,2025-03-05 00:00:00,2025-03-05 00:01:00
729701,T1,T1,ANTLESST1,ANTLESST1,2025-02-01 00:00:00,2025-02-01 00:00:00,2025-02-28 23:59:00
739810,T1,T1,DGFSESRT1,DGFSESRT1,2025-02-05 00:00:00,2025-02-05 00:00:00,2025-02-22 12:00:00
734093,T1,T1,TANZESST1,TANZESST1,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-02-09 23:59:00
734094,T2,T2,TANZESST2,TANZESST2,2024-12-04 00:00:00,2024-12-04 00:00:00,2025-02-09 23:59:00
731819,T1,T1,CARNESST1,CARNESST1,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-31 23:59:00
731819,T1,T1,CARNESST1,CARNESST1,2025-02-01 00:00:00,2025-02-01 00:00:00,
729701,T1,T1,ANTLESST1,ANTLESST1,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-01-31 23:59:00
741116,TRF2,TRF2,TRUTRF2,TRUTRF2,2025-01-08 00:00:00,2025-01-08 00:00:00,2025-02-17 14:59:00
726990,XF1H,XF1H,HERONXF1H,HERON11381H,2024-12-27 13:01:00,2024-12-27 13:01:00,2025-02-12 12:29:00
726991,XF1L,XF1L,HERONXF1L,HERON1691H,2024-12-27 13:01:00,2024-12-27 13:01:00,2025-02-12 12:29:00
717097,MR1H,MR1H,RGRSWMR1H,RGRSWAXFMR1H,2024-10-02 00:00:00,2024-10-02 00:00:00,2025-02-10 18:00:00
717117,MR2H,MR2H,RGRSWMR2H,RGRSWAXFMR2H,2024-10-02 00:00:00,2024-10-02 00:00:00,2025-02-10 18:00:00
717118,MR2L,MR2L,RGRSWMR2L,RGRSWAXFMR2L,2024-10-02 00:00:00,2024-10-02 00:00:00,2025-02-10 18:00:00
717098,MR1L,MR1L,RGRSWMR1L,RGRSWAXFMR1L,2024-10-02 00:00:00,2024-10-02 00:00:00,2025-02-10 18:00:00
741342,52-U24B,52U24B,1717A,1717,2025-02-05 00:00:00,2025-02-05 00:00:00,
741350,552-2,5522,1840C,1840C,2025-02-05 00:00:00,2025-02-05 00:00:00,
736181,T1,T1,AZSPSLRT1,AZSPSLRT1,2025-01-15 00:00:00,2025-01-15 00:00:00,2025-01-29 16:52:00
715048,SCHOTT_SUNIL11,SCHOTTSUNIL11,SCHOTTSUNNIL11,SCHOTTSUNNIL11,2024-12-03 18:01:00,2024-12-03 18:01:00,2025-01-20 14:21:00
724069,T1,T1,DSWLESST1,DSWLESST1,2025-01-16 09:11:00,2025-01-16 09:11:00,2025-01-17 07:50:00
724069,T1,T1,DSWLESST1,DSWLESST1,2025-01-06 15:26:00,2025-01-06 15:26:00,2025-01-16 07:00:00
722136,T1,T1,BKSLESST1,BKSLESST1,2024-12-18 08:00:00,2024-12-18 08:00:00,2024-12-18 11:00:00
728337,T1,T1,STRGSLRT1,STRGSLRT1,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-01-13 15:33:00
745660,KT1,KT1,PCTKT1,PCTKT1,2024-12-18 00:00:00,2024-12-18 00:00:00,2025-01-13 12:13:00
738103,T1,T1,BLVNSLRT1,BLVNSLRT1,2025-01-08 00:00:00,2025-01-08 00:00:00,
722136,T1,T1,BKSLESST1,BKSLESST1,2025-01-05 09:00:00,2025-01-05 09:00:00,2025-01-05 13:00:00
731819,T1,T1,CARNESST1,CARNESST1,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-04 00:01:00
729701,T1,T1,ANTLESST1,ANTLESST1,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-04 00:01:00
724069,T1,T1,DSWLESST1,DSWLESST1,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-01-02 09:42:00
726991,XF1L,XF1L,HERONXF1L,HERON1691H,2024-12-20 15:59:00,2024-12-20 15:59:00,2024-12-27 13:00:00
726990,XF1H,XF1H,HERONXF1H,HERON11381H,2024-12-20 15:59:00,2024-12-20 15:59:00,2024-12-27 13:00:00
721623,MR2L,MR2L,WTRMLMR2L,WTRMLMR2L,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-28 12:46:00
721622,MR2H,MR2H,WTRMLMR2H,WTRMLMR2H,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-28 12:46:00
712718,BKJK,BKJK,BLCKJACKBKJK,BLCKJACKBKJK,2024-10-02 00:00:00,2024-10-02 00:00:00,2024-12-26 13:51:00
734561,T1,T1,GRANSLRT1,GRANSLRT1,2024-12-18 12:01:00,2024-12-18 12:01:00,2024-12-25 23:59:00
735513,T1,T1,JUNGSLRT1,JUNGSLRT1,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-25 23:59:00
745448,T1,T1,SWFTSLRT1,SWFTSLRT1,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-16 12:00:00
730816,MR1H,MR1H,REDSWMR1H,REDSWAXFMR1H,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-20 19:28:00
730817,MR1L,MR1L,REDSWMR1L,REDSWAXFMR1L,2024-12-04 00:00:00,2024-12-04 00:00:00,2024-12-20 19:28:00
726991,XF1L,XF1L,HERONXF1L,HERON1691H,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-20 13:40:00
726990,XF1H,XF1H,HERONXF1H,HERON11381H,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-20 13:40:00
720713,MR1L,MR1L,RCKSWMR1L,RCKSWAXFMR1L,2024-11-01 00:00:00,2024-11-01 00:00:00,2024-12-19 19:42:00
