teid,ercotDampsseId,tier,our_op_eqcode,dampsse_name_raw,dampsse_active_in_window,DeviceType,FromName,ToName,Substation1,Substation2,Name
90199,7776,substring_name,RTW_AT2H_H,RTW_AT2,True,Transformer,RTHWOD__B345,RTHWOD_A2STR,RTW,RTW,AT2H 345kV-1kV
647462,11354,station_pair_leg,BROOKHOL_1_138_1_H,BROOKHOL_XF3H,True,Transformer,BROOKHOL4A,BROOKHOL0B,BROOKHOL,BROOKHOL,XF3H 138kV-1kV
280199,1148,station_pair_leg,CNRSW_AXFMR2L,CNRSW_MR2L,True,Transformer,CNVLSW_W8,CNRSW2_1,CNRSW,CNRSW,MR2L 138kV-1kV
280200,7905,station_pair_leg,SKYLINE_AXFMR3L-H,SKYLINE_MR3L,True,Transformer,SKYSTAR3,SKYLIN3_8,SKYLINE,SKYLINE,MR3L 138kV-1kV
322453,9490,substring_name_leg,ZORN_AT1L_H,ZORN_AT1L,True,Transformer,L_ZORN__8_1Y,L_ZORN__1_1Z,ZORN,ZORN,AT1L 138kV-1kV
280204,5981,station_pair_leg,MCCREE_XFMR1,MCCREE_CT1H,True,Transformer,MCCREE9,MCCREE8,MCCREE,MCCREE,FMR1 69kV-138kV
279561,6049,station_pair_leg,MNSES_AXFMR1H,MNSES_MR1H,True,Transformer,MOSES1_T5,MNSES1_1,MNSES,MNSES,MR1H 345kV-1kV
279680,2987,station_pair_leg,GARFIELD_GF_AT_1,GARFIELD_AT1,True,Transformer,GARFIE34,GARFIELD,GARFIELD,GARFIELD,AT1 138kV-345kV
279389,1109,station_pair,CARBN_SRC_TR7,CARBN_SRC1,True,Transformer,CARBONSW_9,CARBON_SS_3,CARBN,CARBN,SRC1 12.47kV-69kV
280205,7718,substring_name,SANDHSYD_MPT-5A,SANDHSYD_MPT5,True,Transformer,SANDHSYD,SANDHS_SH_5A,SANDHSYD,SANDHSYD,MPT5 18kV-138kV
140389,4503,station_pair_leg,LIGSW_AXFMR2L_H,LIGSW_MR2L,True,Transformer,LIGGETTA2_8,LIGSW2_1,LIGSW,LIGSW,MR2L 138kV-1kV
279477,950,substring_name_leg,BI_AT2L_H,BI_AT2L,True,Transformer,BELAIR_B138A,BELAIR_A2STR,BI,BI,AT2L 138kV-1kV
279438,4651,station_pair,MCNEIL_MC_AT_1,MCNEIL_AT_1,True,Transformer,MCNEIL_MB3,MCNEIL,MCNEIL,MCNEIL,AT_1 69kV-138kV
465298,2619,station_pair_leg,CMBSW_AXFMR1H-H,CMBSW_MR1H,True,Transformer,CARMICHL_5,CARMICHL_1,CMBSW,CMBSW,MR1H 345kV-1kV
279194,1116,station_pair,BNK_XFMR1,BNK_FMR1,True,Transformer,BUNKER,BUNKER9,BNK,BNK,FMR1 69kV-138kV
280208,6116,station_pair_leg,MLSES_AXFMR2L,MLSES_MR2L,True,Transformer,MRTINLK_2T8,MLSES2_1,MLSES,MLSES,MR2L 138kV-1kV
280209,2594,substring_name,CORONA_AT4H,CORONA_AT4,True,Transformer,L_CORONA8_1Y,L_CORONA9_1Y,CORONA,CORONA,AT4 69kV-138kV
364057,7843,substring_name,TAHOKA_T1_H,TAHOKA_T1,True,Transformer,TAHOKAW_5,TAHOKAW_31,TAHOKA,TAHOKA,T1 345kV-34.5kV
720712,12222,station_pair_leg,RCKSW_AXFMR1H,RCKSW_MR1H,True,Transformer,ROCKHOUND_5,ROCKHOUND1_T,RCKSW,RCKSW,MR1H 345kV-1kV
314167,2932,substring_name,GWEC_T1_H,GWEC_T1,True,Transformer,GWEC_8,GWEC_G1,GWEC,GWEC,T1 138kV-34.5kV
279621,4369,station_pair_leg,KENDAL_4HH,KENDAL_AT4H,True,Transformer,L_KENDAL5_1Y,L_KENDAL1_1,KENDAL,KENDAL,AT4H 345kV-1kV
61835,9363,station_pair_leg,VENSW_AXFMR2L_H,VENSW_MR2L,True,Transformer,VENUS2_8,VENSW2_1,VENSW,VENSW,MR2L 138kV-1kV
293090,9528,substring_name,WO_AT3H_H,WO_AT3,True,Transformer,WHITOK__B345,WHITOK_A3STR,WO,WO,AT3H 345kV-1kV
153621,7901,station_pair_leg,SHRSW_AXFMR1L_H,SHRSW_MR1L,True,Transformer,SHRY_B8,SHRSW1_1,SHRSW,SHRSW,MR1L 138kV-1kV
59628,6100,substring_name,OB_AT1H_H,OB_AT1,True,Transformer,OBRIEN_B345A,OBRIEN_A1STR,OB,OB,AT1H 345kV-1kV
279775,1064,station_pair,BSPSW_AXFMR1,BSPSW_FMR1,True,Transformer,BIGSPRIG_8,BIGSPRIG_9,BSPSW,BSPSW,FMR1 138kV-69kV
375368,5907,substring_name,MARION_AT3H_H,MARION_AT3H,True,Transformer,L_MARION5_1Y,L_MARION_2Y,MARION,MARION,AT3H 345kV-1kV
441471,7908,substring_name,SLKSW_AX1LH,SLKSW_AX1L,True,Transformer,SANDLAKE_8,SANDLK_A_1,SLKSW,SLKSW,AX1L 138kV-1kV
586712,2657,station_pair_leg,CRESW_AXFMR1LH,CRESW_MR1L,True,Transformer,CRESLENN_9,CRESLENN1_1,CRESW,CRESW,MR1L 69kV-1kV
278982,6332,station_pair_leg,RCSES_AXFMR1H,RCSES_MR1H,True,Transformer,RIVERCST_8,RCSES1_1,RCSES,RCSES,MR1H 138kV-1kV
280226,972,station_pair_leg,ABEAST_138_69_T2_H,ABEAST_69T2,True,Transformer,ABEAST4A,ABEAST2B,ABEAST,ABEAST,69T2 69kV-138kV
279000,6230,station_pair,OAKS9_138_69_1,OAKS9_69_1,True,Transformer,OAKSSUB9,OAKSSW8,OAKS9,OAKS9,69_1 69kV-138kV
279497,1244,station_pair_leg,BOMSW_AXFMR1L,BOMSW_MR1L,True,Transformer,BOWMAN_A8,BOMSW1_1,BOMSW,BOMSW,MR1L 138kV-1kV
279670,7862,station_pair,SANA_XFMR1,SANA_FMR1,True,Transformer,SANA2A,SANA4A,SANA,SANA,FMR1 69kV-138kV
218591,5985,station_pair_leg,MDSSW_AXFMR1H-H,MDSSW_MR1H,True,Transformer,MIDESSAS_5,MDSSW1_1,MDSSW,MDSSW,MR1H 345kV-1kV
279694,2881,station_pair,FRIEND_R_XFMR1_H,FRIEND_R_FMR1,True,Transformer,FDRAN2A,FDRAN4A,FRIEND_R,FRIEND_R,FMR1 69kV-138kV
279343,870,station_pair,BATESVL_138_69_1,BATESVL_69_1,True,Transformer,BATESVILESW9,BATESVILESW8,BATESVL,BATESVL,69_1 69kV-138kV
279748,1256,substring_name,CALLAHAN_UT1_L,CALLAHAN_UT1,True,Transformer,CALLAHA_WND1,CALLAHAN_1_8,CALLAHAN,CALLAHAN,UT1 34.5kV-138kV
280228,2889,station_pair_leg,GIBCRK_GCSWT2H,GIBCRK_WT2H,True,Transformer,GIBN_CRK_1_3,GIBN_CREK_5,GIBCRK,GIBCRK,WT2H 345kV-1kV
279281,2980,station_pair_leg,FORSW_AXFMR3L,FORSW_MR3L,True,Transformer,FRNY1_8,FORSW3_1,FORSW,FORSW,MR3L 138kV-1kV
24107,9389,station_pair,TORDILLO_HIGH,TORDILLO_TORD,True,Transformer,TORDILLOSW8,TORDILLOSW9,TORDILLO,TORDILLO,TORD 138kV-69kV
395321,2935,station_pair_leg,HDRSC_AXFMRH2,HDRSC_FMR2,True,Transformer,HRSHOEDR2_3,HRSHOEDR2_8,HDRSC,HDRSC,FMR2 138kV-38kV
102869,4622,substring_name,MASOCT_AT2H,MASOCT_AT2,True,Transformer,L_MASOCT9_1Y,L_MASOCT8_1Y,MASOCT,MASOCT,AT2 138kV-69kV
280233,2572,substring_name,DIB_MT1H,DIB_MT1,True,Transformer,DIABOX_POI_8,DIB_DIB_G1,DIB,DIB,MT1 138kV-13.8kV
279411,6163,station_pair_leg,NORSW_AXFMR1H_H,NORSW_MR1H,True,Transformer,NORWD_1T5,NORSW1_1,NORSW,NORSW,MR1H 345kV-1kV
279690,6108,station_pair,PEARSON_138_69_1,PEARSON_69_1,True,Transformer,PEARSONSW9,PEARSONSW8,PEARSON,PEARSON,69_1 69kV-138kV
279072,2630,station_pair_leg,CRKET_AXFMR2L1,CRKET_MR2H,True,Transformer,CROCKETT_9,CRKET2_1,CRKET,CRKET,MR2L 69kV-1kV
312844,4335,substring_name,GILLCR_AT1H_H,GILLCR_AT1H,True,Transformer,L_GILLCR5_1Y,L_GILLCR1_1Z,GILLCR,GILLCR,AT1H 345kV-1kV
824576,12901,station_pair,WATTP_AXFMR1-69,WATTP_FMR1,True,Transformer,WACOATCO_1_9,WACOATCO2_8,WATTP,WATTP,FMR1 69kV-138kV
405560,9420,station_pair_leg,WLNDSSRC_2W1,WLNDSSRC_XF-1,True,Transformer,WLNDSSRC,WLNDTIRC2,WLNDSSRC,WLNDSSRC,XF-2 345kV-138kV
44181,1044,station_pair_leg,BAFFIN_XFMR2,BAFFIN_XFR2,True,Transformer,BAFFIN_UNIT2,BAFFIN_5,BAFFIN,BAFFIN,XFR2 345kV-34.5kV
133566,7899,station_pair,SHILOH_HIGHSIDE,SHILOH_FMR1,True,Transformer,SHILOH9,SHILOH,SHILOH,SHILOH,FMR1 138kV-69kV
280240,1251,station_pair_leg,BULLCRK_BC_XFMR_2,BULLCRK_FMR2,True,Transformer,BULLCRK_WND2,BULLCRK_2_8,BULLCRK,BULLCRK,FMR2 138kV-34.5kV
717118,12116,station_pair_leg,RGRSW_AXFMR2L,RGRSW_MR2L,True,Transformer,RANGER_8,RANGER2_T,RGRSW,RGRSW,MR2L 138kV-1kV
61636,4455,substring_name,KENDAL_AT3H_H,KENDAL_AT3H,True,Transformer,L_KENDAL5_1Y,L_KENDAL1_2,KENDAL,KENDAL,AT3H 345kV-1kV
280241,7614,station_pair_leg,RENSW_AXFMR1H,RENSW_MR1H,True,Transformer,RNRDPL1_5,RENSW1_1,RENSW,RENSW,MR1H 345kV-1kV
278980,6315,station_pair,PLVSW_AXFMR1-H,PLVSW_FMR1,True,Transformer,PLEASVAL1_9,PLEASVAL1_8,PLVSW,PLVSW,FMR1 138kV-69kV
279453,5962,station_pair_leg,NVARO_AXFMR2L,NVARO_MR2L,True,Transformer,NAVARRO1_9,NVARO2_1,NVARO,NVARO,MR2L 69kV-1kV
652043,11554,station_pair_leg,LPNSW_AXFMR1H,LPNSW_MR1H,True,Transformer,LOOP9_5,LPNSW_1_1,LPNSW,LPNSW,MR1H 345kV-1kV
327868,2816,substring_name,DERMOTT_T1H,DERMOTT_T1,True,Transformer,DERMOTT_W1,DERMOTT_H,DERMOTT,DERMOTT,T1 345kV-34.5kV
717117,12115,station_pair_leg,RGRSW_AXFMR2H,RGRSW_MR2H,True,Transformer,RANGER_5,RANGER2_T,RGRSW,RGRSW,MR2H 345kV-1kV
346165,949,substring_name,BERGHE_AT1H_H,BERGHE_AT1H,True,Transformer,L_BERGHE5_1Y,L_BERGHE1_2Y,BERGHE,BERGHE,AT1H 345kV-1kV
859554,13215,station_pair_leg,TMPSW_AXFMR2L,TMPSW_MR2L,True,Transformer,TEMP_SS__8,TMPSW1_2,TMPSW,TMPSW,MR2L 138kV-1kV
299916,6155,substring_name,NB_AT2H_H,NB_AT2,True,Transformer,N_BELT__B345,N_BELT_A2STR,NB,NB,AT2H 345kV-1kV
279305,7794,station_pair_leg,SNDSW_AXFMR2L-H,SNDSW_MR2L,True,Transformer,SANDOW_SR2_8,SNDSW2_1,SNDSW,SNDSW,MR2L 138kV-1kV
279740,2547,station_pair,CGRSW_AXFMR1,CGRSW_FMR1,True,Transformer,CHINAGRV_8,CHINAGRV_9,CGRSW,CGRSW,FMR1 69kV-138kV
313132,4269,substring_name,HAMILTON_AUT3_H,HAMILTON_AUT3,True,Transformer,HAMILTON4A,HAMILTON1C,HAMILTON,HAMILTON,AUT3 138kV-19.5kV
429037,9546,substring_name,WLFSW_AX2LH,WLFSW_AX2L,True,Transformer,WOLFSS_8,WLFSW_2A,WLFSW,WLFSW,AX2L 138kV-1kV
279578,2792,station_pair,ELMCRK_XFMR1,ELMCRK_FMR1,True,Transformer,ELMCRK2A,ELMCRK4A,ELMCRK,ELMCRK,FMR1 69kV-138kV
126292,2676,substring_name,DMTSW_AX2HH,DMTSW_AX2H,True,Transformer,DERMOTT_5,DMTSW2_1,DMTSW,DMTSW,AX2H 345kV-1kV
279522,1211,station_pair_leg,BULLCRK_BC_XFMR_1,BULLCRK_FMR1,True,Transformer,BULLCRK_WND1,BULLCRK_1_8,BULLCRK,BULLCRK,FMR1 138kV-34.5kV
280250,858,station_pair_leg,AMOCOTN_AMOCOT2,AMOCOTN_COT2,True,Transformer,TNAMOCO___1,TNAMOCO___0,AMOCOTN,AMOCOTN,COT2 69kV-138kV
324280,9484,substring_name_leg,ZORN_AT2H_H,ZORN_AT2H,True,Transformer,L_ZORN__5_1Y,L_ZORN__1_2Z,ZORN,ZORN,AT2H 345kV-1kV
503636,9479,substring_name,WO_AT4H_H,WO_AT4,True,Transformer,WHITOK_B138B,49199,WO,WO,AT4H 138kV-1kV
279462,2540,station_pair_leg,CRLNW_AXFMR1H-H,CRLNW_MR1H,True,Transformer,CRLTN_NW1_5,CRLNW1_1,CRLNW,CRLNW,MR1H 345kV-1kV
124041,7810,substring_name,SALTFORK_T2_H,SALTFORK_T2,True,Transformer,SALT_UNIT2,SALT_FORK_5,SALTFORK,SALTFORK,T2 345kV-34.5kV
280252,4566,station_pair_leg,LAREDO_138_69A1H,LAREDO_A1-H,True,Transformer,LD2DUM,LAREDO4A,LAREDO,LAREDO,A1-H 138kV-1kV
676419,11629,station_pair_leg,RAILROAD_RRD5TR3,RAILROAD_TR3,True,Transformer,79605,79610,RAILROAD,RAILROAD,TR3 138kV-17.940001kV
279515,4568,substring_name,LEG_AT1_H,LEG_AT1,True,Transformer,LIMEST_POI_5,49168_STAR,LEG,LEG,AT1 345kV-1kV
231913,6037,substring_name,OB_AT3H_H,OB_AT3,True,Transformer,OBRIEN_B345A,OBRIEN_A3STR,OB,OB,AT3H 345kV-1kV
730816,12303,station_pair_leg,REDSW_AXFMR1H,REDSW_MR1H,True,Transformer,REDLAND_5,REDLAND_1,REDSW,REDSW,MR1H 345kV-1kV
279810,4352,station_pair,HIWAY_9_138_69A2,HIWAY_9_69A2,True,Transformer,HIWAY_92A,HIWAY_94A,HIWAY_9,HIWAY_9,69A2 69kV-138kV
279291,2589,station_pair_leg,CMNSW_AXFMR1L,CMNSW_MR1L,True,Transformer,COMCHESS1_8,CMNSW1_1,CMNSW,CMNSW,MR1L 138kV-1kV
90864,2910,station_pair,FM524_FMF524FMF1_B,FM524_FMF1,True,Transformer,TNFM524___1,TNFM524___0,FM524,FM524,FMF1 69kV-138kV
279058,8010,station_pair_leg,TRSES_AXFMR6H,TRSES_MR6H,True,Transformer,TDADTMOD_5,TRSES6_1,TRSES,TRSES,MR6H 345kV-1kV
278978,7939,station_pair,SPUR_138_69_1,SPUR_69_1,True,Transformer,SPUR2A,SPUR4A,SPUR,SPUR,69_1 69kV-138kV
279572,2841,station_pair_leg,FGRSW_AXFMR1H,FGRSW_MR1H,True,Transformer,FOREGROV_5,FGRSW1_1,FGRSW,FGRSW,MR1H 345kV-1kV
325830,6052,substring_name,MOULSO_AT3H,MOULSO_AT3,True,Transformer,L_MOULSO9_1Y,L_MOULSO8_1Y,MOULSO,MOULSO,AT3 138kV-69kV
279493,1260,substring_name,CBY_AT2A_H,CBY_AT2A,True,Transformer,CEDARP_B345B,CEDARP_2BSTR,CBY,CBY,AT2A 345kV-1kV
279617,4491,station_pair_ckt,KENEDSW_138_69A1_H,KENEDSW_69A1,True,Transformer,KENEDYSW2A,KENEDYSW4A,KENEDSW,KENEDSW,69A1 69kV-138kV
79945,2828,substring_name,EASTMUND_T1_H,EASTMUND_T1,True,Transformer,EASTMUND4A,EASTMUND2A,EASTMUND,EASTMUND,T1 138kV-69kV
279409,7727,station_pair_leg,SHELBY_SHLBT1L,SHELBY_BT1L,True,Transformer,SHELBY2,SHELBY_1,SHELBY,SHELBY,BT1L 69kV-1kV
583210,11998,station_pair_leg,WHITE_PT_138_1_1_H,WHITE_PT_XF2H,True,Transformer,WHITEPT4A,WHTPTDMY0B,WHITE_PT,WHITE_PT,XF2L 138kV-1kV
330497,7717,substring_name,SALVTION_T1_H,SALVTION_T1,True,Transformer,SALVTION_W1,SALVTION_5,SALVTION,SALVTION,T1 345kV-34.5kV
279724,1006,substring_name,BANDER_AT2H,BANDER_AT2,True,Transformer,L_BANDER8_1Y,L_BANDER9_1Y,BANDER,BANDER,AT2 69kV-138kV
737270,12415,substring_name,TUMSC_FMR1_H,TUMSC_FMR1,True,Transformer,TUMBLWEED1_8,TUMBLWEED1_3,TUMSC,TUMSC,FMR1 138kV-38kV
279017,6319,station_pair_leg,PRSSW_AXFMR1H,PRSSW_MR1H,True,Transformer,PARIS_SW1_5,PRSSW1_1,PRSSW,PRSSW,MR1H 345kV-1kV
279431,2532,station_pair_leg,CNRSW_AXFMR1H,CNRSW_MR1H,True,Transformer,CNVLSW1_5,CNRSW1_1,CNRSW,CNRSW,MR1H 345kV-1kV
303989,7995,substring_name,TB_AT1H_H,TB_AT1,True,Transformer,TOMBAL__B345,TOMBAL_A1STR,TB,TB,AT1H 345kV-1kV
279236,7710,station_pair_leg,RENSW_AXFMR2L,RENSW_MR2L,True,Transformer,RNRTPL1_8,RENSW2_1,RENSW,RENSW,MR2L 138kV-1kV
280260,1095,station_pair_leg,BOMSW_AXFMR2H,BOMSW_MR2H,True,Transformer,BOWMAN_5,BOMSW2_1,BOMSW,BOMSW,MR2H 345kV-1kV
280262,2780,substring_name,DIB_MT2H,DIB_MT2,True,Transformer,DIABOX_POI_8,DIB_DIB_G3,DIB,DIB,MT2 138kV-13.8kV
319569,7654,substring_name_leg,SALEM_AT3L_H,SALEM_AT3L,True,Transformer,L_SALEM_8_1Y,L_SELAM01_1Y,SALEM,SALEM,AT3L 138kV-1kV
280004,6246,substring_name,PHR_AT4H_H,PHR_AT4,True,Transformer,P_H_R___B345,P_H_R__A4STR,PHR,PHR,AT4H 345kV-1kV
279145,6206,station_pair_leg,ODEHV_AXFMR1L,ODEHV_MR1L,True,Transformer,ODESEHV_8,ODEHV1_1,ODEHV,ODEHV,MR1L 138kV-1kV
39798,9272,station_pair_leg,VEALMOOR_VLM7TR2H,VEALMOOR_7TR2,True,Transformer,VEALMOOR,VEALMOOR2_8,VEALMOOR,VEALMOOR,7TR2 345kV-138kV
126596,4353,station_pair_leg,HKBRY_AXFMR3L_H,HKBRY_MR3L,True,Transformer,HACKBRY1_8,HKBRY3_1,HKBRY,HKBRY,MR3L 138kV-1kV
280434,989,substring_name,BI_AT1_H,BI_AT1,True,Transformer,BELAIR__B345,BELAIR_A1STR,BI,BI,AT1 345kV-1kV
429035,9474,substring_name,WLFSW_AX1HH,WLFSW_AX1H,True,Transformer,WOLFSS_5,WLFSW_1A,WLFSW,WLFSW,AX1H 345kV-1kV
279298,2839,station_pair,FCRSW_AXFMR1,FCRSW_FMR1,True,Transformer,FSHCRK1_8,FSHCRK1_9,FCRSW,FCRSW,FMR1 69kV-138kV
468141,9394,station_pair,TYLSW_AXFMR1H,TYLSW_FMR1,True,Transformer,TYLERSW_8,TYLERSW_9,TYLSW,TYLSW,FMR1 69kV-138kV
279289,7896,station_pair_leg,SGVSW_AXFMR2H,SGVSW_MR2H,True,Transformer,SGVLSW1_5,SGVSW2_1,SGVSW,SGVSW,MR2H 345kV-1kV
279248,4633,station_pair_leg,LCSES_AXFMR1L,LCSES_MR1L,True,Transformer,LAKE_CRK1_8,LCSES1_1,LCSES,LCSES,MR1L 138kV-1kV
31680,2753,substring_name,ECLIPSE_TR1_H,ECLIPSE_TR1,True,Transformer,ECLIPSE_8,ECLIPS_UNIT1,ECLIPSE,ECLIPSE,TR1 138kV-34.5kV
279013,9364,station_pair,VERS_138_69_1_H,VERS_69_1,True,Transformer,VERS2A,VERS4A,VERS,VERS,69_1 69kV-138kV
676420,11630,station_pair_leg,RAILROAD_RRD5TR4,RAILROAD_TR4,True,Transformer,RAILROAD_DC,79610,RAILROAD,RAILROAD,TR4 138kV-17.940001kV
279442,895,station_pair_leg,ALNSW_AXFMR1L-H,ALNSW_MR1L,True,Transformer,ALLENSWS1_8,ALNSW1_1,ALNSW,ALNSW,MR1L 138kV-1kV
307551,9517,substring_name,WLVSW_MR1HH,WLVSW_MR1H,True,Transformer,WILLOWVAL_5,WLVSW1_1,WLVSW,WLVSW,MR1H 345kV-1kV
305604,7996,substring_name,TESLA_AUT1_H,TESLA_AUT1,True,Transformer,TESLA7A,TESLA1A,TESLA,TESLA,AUT1 345kV-20kV
322457,9532,substring_name_leg,ZORN_AT1H_H,ZORN_AT1H,True,Transformer,L_ZORN__5_1Y,L_ZORN__1_1Z,ZORN,ZORN,AT1H 345kV-1kV
329182,9317,station_pair_leg,TCOSW_AXFMR1HH,TCOSW_AX1H,True,Transformer,TOCO_8,TOCO_1,TCOSW,TCOSW,AX1H 138kV-1kV
279570,2716,station_pair_leg,EDGWD_AXFMR2H,EDGWD_MR2H,True,Transformer,EDGEWOOD_8,EDGWD2_1,EDGWD,EDGWD,MR2H 138kV-1kV
118784,1199,station_pair_leg,BNBSW_AXFMR1L_H,BNBSW_MR1L,True,Transformer,BENBRK_SRA_8,BNBSW1_1,BNBSW,BNBSW,MR1L 138kV-1kV
327084,4486,substring_name,JCK_AT1H_H,JCK_AT1,True,Transformer,JONCRK__B345,JONCRK_A1STR,JCK,JCK,AT1H 345kV-1kV
279084,6095,station_pair_leg,NCDSE_AXFMR1L_1,NCDSE_MR1H,True,Transformer,NACOGDSE_8,NCDSE1_1,NCDSE,NCDSE,MR1L 138kV-1kV
280281,4393,station_pair_leg,INGLCOSW_UXFMR3_H,INGLCOSW_FMR3,True,Transformer,INGLCOSW_STG,INGLCOSW4A,INGLCOSW,INGLCOSW,FMR3 18kV-138kV
307142,2885,substring_name,GBY_AT2H_H,GBY_AT2,True,Transformer,GRNBYU__B345,GRNBYU_A2STR,GBY,GBY,AT2H 345kV-1kV
347844,7975,station_pair_leg,VEALMOOR_VLMTR1H,VEALMOOR_7TR1,True,Transformer,VEALMOOR,SU_VEALMOOR,VEALMOOR,VEALMOOR,7TR1 345kV-138kV
313517,9492,substring_name,ZORN_AT3H_H,ZORN_AT3H,True,Transformer,L_ZORN__5_1Y,L_ZORN__1_3Z,ZORN,ZORN,AT3H 345kV-1kV
279279,2806,station_pair_leg,FORSW_AXFMR3H,FORSW_MR3H,True,Transformer,FRNY1_5,FORSW3_1,FORSW,FORSW,MR3H 345kV-1kV
279364,6195,station_pair_leg,NEDIN_345_1382,NEDIN_138H,True,Transformer,NEDIN7A,NEDIN4C,NEDIN,NEDIN,1382 345kV-138kV
61756,9397,station_pair_leg,VENSW_AXFMR2H_H,VENSW_MR2H,True,Transformer,VENUS_S5,VENSW2_1,VENSW,VENSW,MR2H 345kV-1kV
453256,2575,substring_name,DPW_AT1H_H,DPW_AT1,True,Transformer,DEPWTR_POI_5,DEPWTR_A1STR,DPW,DPW,AT1H 345kV-1kV
279239,5981,station_pair_leg,MCCREE_GAMCT1H,MCCREE_CT1H,True,Transformer,MCCREE_5,MCCREE_1,MCCREE,MCCREE,CT1H 345kV-1kV
278985,2696,station_pair_leg,FALFUR_138_69A1_H,FALFUR_69A1,True,Transformer,FALFUR2A,FALFUR4A,FALFUR,FALFUR,69A1 69kV-138kV
279759,2672,substring_name,DIB_MT3H,DIB_MT3,True,Transformer,DIABOX_POI_8,DIB_DIB_G2,DIB,DIB,MT3 138kV-13.8kV
280289,2577,substring_name_leg,CBY_AT1H_H,CBY_AT1H,True,Transformer,CEDARP_B345A,CEDARP_A1STR,CBY,CBY,AT1H 345kV-1kV
279062,2715,station_pair,EAST_XFMR1,EAST_FMR1,True,Transformer,BRYN_EAST69,BRYN_EAST138,EAST,EAST,FMR1 69kV-138kV
375138,1053,substring_name,BLSUMMIT_TRF2_H,BLSUMMIT_TRF2,True,Transformer,BLSMT1_5,BLSMT_2_25,BLSUMMIT,BLSUMMIT,TRF2 345kV-34.5kV
441582,7935,substring_name,SLKSW_AX2HH,SLKSW_AX2H,True,Transformer,SANDLAKE_5,SANDLK_A_2,SLKSW,SLKSW,AX2H 345kV-1kV
279260,7725,station_pair_leg,SEA_SEAAT1,SEA_AAT1,True,Transformer,SEATON8,SEATON9,SEA,SEA,AAT1 69kV-138kV
374206,2795,station_pair_leg,EVRSW_AXFMR4L_H,EVRSW_MR4L,True,Transformer,EVRMAN_A8,EVRSW4_1,EVRSW,EVRSW,MR4L 138kV-1kV
279216,6136,station_pair_leg,ORANS_AXFMR1HH,ORANS_XF1H,True,Transformer,ORAN1_8,ORANS1_1,ORANS,ORANS,XF1H 138kV-1kV
279222,983,station_pair_leg,ANASW_AXFMR2H-H,ANASW_XF2H,True,Transformer,ANNASW_5,ANASW2_1,ANASW,ANASW,XF2H 345kV-1kV
262953,6153,station_pair,NACPW_NAC_GSU1,NACPW_GSU1,True,Transformer,NACPW_UNIT1,NACPW_1_8,NACPW,NACPW,GSU1 138kV-13.8kV
279262,7735,station_pair_leg,RKCRK_AXFMR1L,RKCRK_MR1L,True,Transformer,ROCKYCRK_8,RKCRK1_1,RKCRK,RKCRK,MR1L 138kV-1kV
379936,854,substring_name,ALTAIR_AT1T_H,ALTAIR_AT1T,True,Transformer,L_ALTAIR9_1Y,L_ALTAIR8_1Y,ALTAIR,ALTAIR,AT1T 138kV-69kV
358589,6141,substring_name,PALMITO_7TR2_H,PALMITO_7TR2,True,Transformer,PALMITO138,PALMITO345,PALMITO,PALMITO,7TR2 345kV-138kV
57711,873,station_pair,BEVO_LOW,BEVO_BEVO,True,Transformer,BEVOSW9,L_BEVO__8_1Y,BEVO,BEVO,BEVO 138kV-69kV
280299,4392,station_pair_leg,INGLCOSW_UXFMR2_H,INGLCOSW_FMR2,True,Transformer,INGLCOS_CTG2,INGLCOSW4A,INGLCOSW,INGLCOSW,FMR2 18kV-138kV
308391,849,substring_name,ADK_AT2H_H,ADK_AT2,True,Transformer,ADICKS__B345,ADICKS_A2STR,ADK,ADK,AT2H 345kV-1kV
223507,6270,station_pair_leg,PALMITO_PLM7TR1H,PALMITO_7TR1,True,Transformer,PALMITO138,PALMITO345,PALMITO,PALMITO,7TR1 345kV-138kV
279427,1115,station_pair_leg,BNDVS_GABDT2H,BNDVS_DT1H,True,Transformer,BENDAVIS_1_1,BENDAVIS_5,BNDVS,BNDVS,GABH 345kV-1kV
372719,1129,substring_name,CABEZON_T1_H,CABEZON_T1,True,Transformer,CABEZON_W1,CABEZON,CABEZON,CABEZON,T1 345kV-34.5kV
279780,9482,substring_name,YELWJCKT_PS_1_H,YELWJCKT_PS_1,True,Transformer,YELWJCKT4A,YELWJCKT4B,YELWJCKT,YELWJCKT,PS_1 138kV-138kV
279613,7790,station_pair_leg,SKYLINE_AXFMR2L-H,SKYLINE_MR2L,True,Transformer,SKYSTAR2,SKYLIN1_8,SKYLINE,SKYLINE,MR2L 138kV-1kV
583209,11998,station_pair_leg,WHITE_PT_345_1_1_H,WHITE_PT_XF2H,True,Transformer,WHITEPT7A,WHTPTDMY0B,WHITE_PT,WHITE_PT,XF2H 345kV-1kV
279601,7582,station_pair,RADIUM_138_69T1,RADIUM_69T1,True,Transformer,RADIUMMT_8,RADIUM2A,RADIUM,RADIUM,69T1 69kV-138kV
279024,7713,station_pair_leg,RNKSW_AXFMR1L,RNKSW_MR1L,True,Transformer,ROANOKE1T_8,RNKSW1_1,RNKSW,RNKSW,MR1L 138kV-1kV
61328,9334,station_pair_leg,VLSES_AXFMR1L_H,VLSES_MR1L,True,Transformer,VALLYSES1_8,VLSES1_1,VLSES,VLSES,MR1L 138kV-1kV
